PASSENGERS,FREIGHT,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH,CLASS
0.00,735912.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,7,G
0.00,739475.00,295.00,5X,United Parcel Service,United Parcel Service,12896,LBB,11540,ELP,2,G
0.00,739920.00,644.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10693,BNA,1,P
0.00,742937.00,224.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12266,IAH,4,G
0.00,744156.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,2,G
0.00,744300.00,247.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14683,SAT,10,G
0.00,744385.00,150.00,5X,United Parcel Service,United Parcel Service,14683,SAT,13061,LRD,6,G
0.00,746656.00,851.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,14107,PHX,10194,AFW,2,P
0.00,749697.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,1,G
0.00,750948.00,536.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11540,ELP,8,G
0.00,751437.00,1077.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,14122,PIT,10194,AFW,7,P
0.00,754310.00,985.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13204,MCO,2,G
0.00,754743.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,1,G
0.00,755600.00,958.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10423,AUS,12882,LAL,8,P
0.00,758769.00,1161.00,KLQ,Kalitta Charters II,Kalitta Charters II,11193,CVG,12206,HRL,7,L
0.00,759229.00,851.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,14107,PHX,10194,AFW,5,P
0.00,759238.00,536.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11540,ELP,1,G
0.00,759255.00,282.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12896,LBB,5,G
0.00,759731.00,985.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13204,MCO,6,G
0.00,760206.00,851.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,14107,PHX,10,P
0.00,760440.00,818.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,12266,IAH,12882,LAL,2,P
0.00,760952.00,974.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,12882,LAL,7,P
0.00,766495.00,150.00,5X,United Parcel Service,United Parcel Service,14683,SAT,13061,LRD,5,G
0.00,766495.00,1481.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10529,BDL,7,P
0.00,766605.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,4,G
0.00,774635.00,1457.00,5X,United Parcel Service,United Parcel Service,13796,OAK,11298,DFW,8,G
0.00,775176.00,958.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10423,AUS,12882,LAL,9,P
0.00,777384.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,2,G
0.00,779246.00,1171.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,14524,RIC,9,P
0.00,779257.00,731.00,5X,United Parcel Service,United Parcel Service,11298,DFW,10397,ATL,10,G
0.00,781277.00,1171.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,14524,RIC,6,P
0.00,783028.00,946.00,5Y,Atlas Air Inc.,Atlas Air Inc.,15304,TPA,10194,AFW,3,P
0.00,784448.00,849.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,13487,MSP,3,P
0.00,789075.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,2,G
0.00,790434.00,849.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,13487,MSP,10,P
0.00,792029.00,985.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13204,MCO,4,G
0.00,792049.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,4,G
0.00,793064.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,7,G
0.00,793248.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,7,G
0.00,797061.00,1188.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13891,ONT,7,G
0.00,798072.00,985.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13204,MCO,1,G
0.00,798474.00,536.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11540,ELP,3,G
0.00,798834.00,1481.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10529,BDL,4,P
0.00,803971.00,974.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,12882,LAL,8,P
0.00,806539.00,282.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12896,LBB,1,G
0.00,807756.00,958.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10423,AUS,12882,LAL,4,P
0.00,809675.00,1171.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,14524,RIC,4,P
0.00,812126.00,1188.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13891,ONT,8,G
0.00,812129.00,223.00,5X,United Parcel Service,United Parcel Service,10140,ABQ,11540,ELP,1,G
0.00,815042.00,974.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,12882,LAL,4,P
0.00,815307.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,2,G
0.00,818565.00,958.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10423,AUS,12882,LAL,7,P
0.00,819105.00,1318.00,8C,Air Transport International,Air Transport International,10194,AFW,10135,ABE,2,P
0.00,820899.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,2,G
0.00,821532.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,5,G
0.00,823283.00,3043.00,5Y,Atlas Air Inc.,Atlas Air Inc.,11298,DFW,10299,ANC,7,P
0.00,825534.00,844.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,12339,IND,4,G
0.00,826239.00,1138.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13303,MIA,1,G
0.00,827302.00,644.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10693,BNA,6,P
0.00,828690.00,1102.00,5X,United Parcel Service,United Parcel Service,13256,MFE,14730,SDF,5,G
0.00,829905.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,1,G
0.00,830048.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,4,G
0.00,830088.00,295.00,5X,United Parcel Service,United Parcel Service,12896,LBB,11540,ELP,1,G
0.00,831145.00,958.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10423,AUS,12882,LAL,5,P
0.00,831796.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,4,G
0.00,836851.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,6,G
0.00,837385.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,9,G
0.00,838215.00,950.00,8C,Air Transport International,Air Transport International,11057,CLT,10194,AFW,1,P
0.00,839593.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,2,G
0.00,841053.00,974.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,12882,LAL,6,P
0.00,842431.00,3043.00,5Y,Atlas Air Inc.,Atlas Air Inc.,11298,DFW,10299,ANC,5,P
0.00,844516.00,224.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12266,IAH,5,G
0.00,845083.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,6,G
0.00,845586.00,974.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,12882,LAL,10194,AFW,3,P
0.00,846468.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,5,G
0.00,846650.00,985.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13204,MCO,5,G
0.00,848539.00,247.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14683,SAT,3,G
0.00,849904.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,7,G
0.00,853958.00,1481.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10529,BDL,6,P
0.00,854065.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,9,G
0.00,854789.00,224.00,5X,United Parcel Service,United Parcel Service,12266,IAH,11298,DFW,1,G
0.00,855008.00,1402.00,8C,Air Transport International,Air Transport International,12478,JFK,10194,AFW,2,P
0.00,855338.00,1102.00,5X,United Parcel Service,United Parcel Service,13256,MFE,14730,SDF,3,G
0.00,857686.00,812.00,ABX,ABX Air Inc,ABX Air Inc,11298,DFW,11193,CVG,10,G
0.00,857741.00,1644.00,8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,3,P
0.00,858364.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,4,G
0.00,858928.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,6,G
0.00,860249.00,974.00,5Y,Atlas Air Inc.,Atlas Air Inc.,12882,LAL,10194,AFW,6,P
0.00,862334.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,5,G
0.00,862732.00,1171.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,14524,RIC,5,P
0.00,864319.00,1171.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,14524,RIC,10,P
0.00,868495.00,747.00,8C,Air Transport International,Air Transport International,10397,ATL,10194,AFW,1,P
0.00,869343.00,851.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,14107,PHX,3,P
0.00,869384.00,295.00,5X,United Parcel Service,United Parcel Service,12896,LBB,11540,ELP,3,G
0.00,872349.00,806.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13930,ORD,7,G
0.00,872990.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,3,G
0.00,873175.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,4,G
0.00,873364.00,295.00,5X,United Parcel Service,United Parcel Service,12896,LBB,11540,ELP,6,G
0.00,873748.00,806.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13930,ORD,2,G
0.00,874134.00,731.00,5X,United Parcel Service,United Parcel Service,11298,DFW,10397,ATL,1,G
0.00,874668.00,644.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10693,BNA,4,P
0.00,876309.00,644.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10693,BNA,3,P
0.00,882393.00,224.00,5X,United Parcel Service,United Parcel Service,12266,IAH,11298,DFW,3,G
0.00,885292.00,985.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13204,MCO,10,G
0.00,885585.00,1372.00,5X,United Parcel Service,United Parcel Service,11618,EWR,11298,DFW,10,G
0.00,886703.00,282.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12896,LBB,3,G
0.00,887507.00,851.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,14107,PHX,10194,AFW,3,P
0.00,887947.00,818.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,12266,IAH,12882,LAL,3,P
0.00,889676.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,2,G
0.00,890290.00,974.00,5Y,Atlas Air Inc.,Atlas Air Inc.,12882,LAL,10194,AFW,9,P
0.00,892830.00,871.00,M6,Amerijet International,Amerijet International,11193,CVG,12266,IAH,3,G
0.00,893351.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,8,G
0.00,895163.00,999.00,FX,Federal Express Corporation,Federal Express Corporation,11298,DFW,11995,GSO,2,G
0.00,895958.00,731.00,5X,United Parcel Service,United Parcel Service,10397,ATL,11298,DFW,2,G
0.00,904690.00,1188.00,5X,United Parcel Service,United Parcel Service,13891,ONT,11298,DFW,9,G
0.00,905570.00,223.00,5X,United Parcel Service,United Parcel Service,10140,ABQ,11540,ELP,7,G
0.00,905686.00,1481.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10529,BDL,5,P
0.00,910320.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,5,G
0.00,912783.00,1303.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14100,PHL,9,G
0.00,916555.00,224.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12266,IAH,6,G
0.00,920201.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,8,G
0.00,924886.00,1303.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14100,PHL,7,G
0.00,926436.00,224.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12266,IAH,3,G
0.00,928818.00,569.00,5X,United Parcel Service,United Parcel Service,11298,DFW,10140,ABQ,10,G
0.00,931448.00,974.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,12882,LAL,5,P
0.00,932037.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,9,G
0.00,933556.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,3,G
0.00,935346.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,4,G
0.00,936514.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,3,G
0.00,938953.00,871.00,M6,Amerijet International,Amerijet International,12266,IAH,11193,CVG,4,G
0.00,940860.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,9,G
0.00,943363.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,10,G
0.00,947861.00,731.00,5X,United Parcel Service,United Parcel Service,11298,DFW,10397,ATL,2,G
0.00,948657.00,871.00,M6,Amerijet International,Amerijet International,12266,IAH,11193,CVG,9,G
0.00,954452.00,1218.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,12892,LAX,7,G
0.00,954589.00,911.00,5X,United Parcel Service,United Parcel Service,12266,IAH,14512,RFD,10,G
0.00,958451.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,10,G
0.00,960690.00,844.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,12339,IND,1,G
0.00,961483.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,1,G
0.00,964210.00,844.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,12339,IND,2,G
0.00,965203.00,999.00,FX,Federal Express Corporation,Federal Express Corporation,11298,DFW,11995,GSO,7,G
0.00,966094.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,7,G
0.00,967467.00,150.00,5X,United Parcel Service,United Parcel Service,14683,SAT,13061,LRD,3,G
0.00,969046.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,5,G
0.00,970751.00,731.00,5X,United Parcel Service,United Parcel Service,10397,ATL,11298,DFW,4,G
0.00,970890.00,953.00,5X,United Parcel Service,United Parcel Service,14730,SDF,12896,LBB,4,G
0.00,977490.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,2,G
0.00,977911.00,871.00,M6,Amerijet International,Amerijet International,12266,IAH,11193,CVG,5,G
0.00,980010.00,953.00,5X,United Parcel Service,United Parcel Service,14730,SDF,12896,LBB,5,G
0.00,983334.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,5,G
0.00,987367.00,644.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,10194,AFW,10693,BNA,5,P
0.00,987556.00,999.00,FX,Federal Express Corporation,Federal Express Corporation,11298,DFW,11995,GSO,4,G
0.00,988892.00,871.00,M6,Amerijet International,Amerijet International,11193,CVG,12266,IAH,5,G
0.00,990874.00,812.00,M6,Amerijet International,Amerijet International,11193,CVG,11298,DFW,3,G
0.00,991296.00,871.00,M6,Amerijet International,Amerijet International,11193,CVG,12266,IAH,6,G
0.00,993308.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,8,G
0.00,994982.00,802.00,5Y,Atlas Air Inc.,Atlas Air Inc.,11298,DFW,13930,ORD,8,P
0.00,995977.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,1,G
0.00,996377.00,985.00,5X,United Parcel Service,United Parcel Service,11298,DFW,13204,MCO,3,G
0.00,996758.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,6,G
0.00,998183.00,731.00,5X,United Parcel Service,United Parcel Service,10397,ATL,11298,DFW,1,G
0.00,999622.00,223.00,5X,United Parcel Service,United Parcel Service,10140,ABQ,11540,ELP,2,G
0.00,1000026.00,953.00,5X,United Parcel Service,United Parcel Service,14730,SDF,12896,LBB,7,G
0.00,1002046.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,5,G
0.00,1003219.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,8,G
0.00,1004139.00,1447.00,8C,Air Transport International,Air Transport International,14771,SFO,10194,AFW,1,P
0.00,1004849.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,13796,OAK,10194,AFW,1,G
0.00,1006073.00,871.00,M6,Amerijet International,Amerijet International,12266,IAH,11193,CVG,8,G
0.00,1006274.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,9,G
0.00,1007033.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,6,G
0.00,1007722.00,844.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,12339,IND,7,G
0.00,1011274.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,7,G
0.00,1011319.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,1,G
0.00,1011704.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,2,G
0.00,1016056.00,150.00,5X,United Parcel Service,United Parcel Service,14683,SAT,13061,LRD,10,G
0.00,1016504.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,3,G
0.00,1019435.00,731.00,5X,United Parcel Service,United Parcel Service,11298,DFW,10397,ATL,6,G
0.00,1020375.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,4,G
0.00,1023020.00,223.00,5X,United Parcel Service,United Parcel Service,10140,ABQ,11540,ELP,6,G
0.00,1025580.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,10,G
0.00,1026889.00,1372.00,FX,Federal Express Corporation,Federal Express Corporation,11618,EWR,11298,DFW,3,G
0.00,1027072.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,5,G
0.00,1031219.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,8,G
0.00,1032544.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,10,G
0.00,1032953.00,922.00,5X,United Parcel Service,United Parcel Service,10868,CAE,11298,DFW,10,G
0.00,1034866.00,223.00,5X,United Parcel Service,United Parcel Service,10140,ABQ,11540,ELP,4,G
0.00,1035160.00,1644.00,8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,1,P
0.00,1036641.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,6,G
0.00,1037289.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,9,G
0.00,1040724.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,5,G
0.00,1043028.00,444.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13244,MEM,7,G
0.00,1044134.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,12266,IAH,2,G
0.00,1044619.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13796,OAK,2,G
0.00,1045694.00,953.00,5X,United Parcel Service,United Parcel Service,14730,SDF,12896,LBB,2,G
0.00,1047024.00,1644.00,8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,5,P
0.00,1049081.00,1171.00,FX,Federal Express Corporation,Federal Express Corporation,13891,ONT,10194,AFW,1,G
0.00,1055396.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,3,G
0.00,1058335.00,731.00,5X,United Parcel Service,United Parcel Service,10397,ATL,11298,DFW,6,G
0.00,1065639.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,9,G
0.00,1066774.00,1102.00,5X,United Parcel Service,United Parcel Service,14730,SDF,13256,MFE,6,G
0.00,1071003.00,946.00,5Y,Atlas Air Inc.,Atlas Air Inc.,15304,TPA,10194,AFW,5,P
0.00,1072678.00,871.00,M6,Amerijet International,Amerijet International,11193,CVG,12266,IAH,4,G
0.00,1072983.00,812.00,ABX,ABX Air Inc,ABX Air Inc,11193,CVG,11298,DFW,6,G
0.00,1073036.00,626.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,11292,DEN,8,G
0.00,1073830.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,12266,IAH,7,G
0.00,1074647.00,224.00,5X,United Parcel Service,United Parcel Service,11298,DFW,12266,IAH,10,G
0.00,1076579.00,1218.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,12892,LAX,2,G
0.00,1079513.00,775.00,5Y,Atlas Air Inc.,Atlas Air Inc.,11298,DFW,14512,RFD,1,P
0.00,1083410.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13796,OAK,7,G
0.00,1083765.00,806.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13930,ORD,1,G
0.00,1084398.00,844.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,12339,IND,3,G
0.00,1086580.00,876.00,5X,United Parcel Service,United Parcel Service,14730,SDF,10423,AUS,7,G
0.00,1093103.00,731.00,5X,United Parcel Service,United Parcel Service,11298,DFW,10397,ATL,4,G
0.00,1094005.00,812.00,ABX,ABX Air Inc,ABX Air Inc,11193,CVG,11298,DFW,8,G
0.00,1097031.00,953.00,5X,United Parcel Service,United Parcel Service,14730,SDF,12896,LBB,1,G
0.00,1100058.00,806.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13930,ORD,10,G
0.00,1100121.00,1644.00,8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,4,P
0.00,1102698.00,1402.00,8C,Air Transport International,Air Transport International,12478,JFK,10194,AFW,3,P
0.00,1105466.00,1218.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,12892,LAX,4,G
0.00,1107170.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,10,G
0.00,1117367.00,1439.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13796,OAK,4,G
0.00,1120173.00,775.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14512,RFD,2,G
0.00,1121070.00,806.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13930,ORD,4,G
0.00,1121839.00,444.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13244,MEM,4,G
0.00,1125449.00,999.00,FX,Federal Express Corporation,Federal Express Corporation,11298,DFW,11995,GSO,9,G
0.00,1125723.00,1438.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14831,SJC,10,G
0.00,1127007.00,985.00,5X,United Parcel Service,United Parcel Service,13204,MCO,11298,DFW,10,G
0.00,1129827.00,844.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,12339,IND,9,G
0.00,1131070.00,238.00,FX,Federal Express Corporation,Federal Express Corporation,12266,IAH,10194,AFW,3,G
0.00,1132391.00,223.00,5X,United Parcel Service,United Parcel Service,10140,ABQ,11540,ELP,5,G
0.00,1132713.00,1218.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,12892,LAX,6,G
0.00,1133255.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,10,G
0.00,1134789.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,6,G
0.00,1135105.00,999.00,FX,Federal Express Corporation,Federal Express Corporation,11298,DFW,11995,GSO,1,G
0.00,1136442.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,9,G
0.00,1138272.00,1249.00,FX,Federal Express Corporation,Federal Express Corporation,11540,ELP,12339,IND,3,G
0.00,1138512.00,1616.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14057,PDX,10,G
0.00,1146030.00,911.00,5X,United Parcel Service,United Parcel Service,14512,RFD,12266,IAH,8,G
0.00,1147312.00,953.00,5X,United Parcel Service,United Parcel Service,14730,SDF,12896,LBB,3,G
0.00,1150172.00,223.00,5X,United Parcel Service,United Parcel Service,10140,ABQ,11540,ELP,9,G
0.00,1153300.00,806.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,13930,ORD,9,G
0.00,1155080.00,248.00,FX,Federal Express Corporation,Federal Express Corporation,10194,AFW,14683,SAT,6,G
0.00,1162547.00,775.00,5X,United Parcel Service,United Parcel Service,14512,RFD,11298,DFW,1,G
0.00,1163335.00,1303.00,5X,United Parcel Service,United Parcel Service,11298,DFW,14100,PHL,8,G
0.00,1168786.00,775.00,5X,United Parcel Service,United Parcel Service,14512,RFD,11298,DFW,2,G
0.00,1169358.00,876.00,5X,United Parcel Service,United Parcel Service,10423,AUS,14730,SDF,8,G
0.00,1171860.00,683.00,FX,Federal Express Corporation,Federal Express Corporation,12896,LBB,13244,MEM,1,G
0.00,1177268.00,1644.00,8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,9,P
